question,answer,topic,source_file
What is (are) Wilms Tumor ?,"Wilms tumor is a rare type of kidney cancer. It causes a tumor on one or both kidneys. It usually affects children, but can happen in adults. Having certain genetic conditions or birth defects can increase the risk of getting it. Children that are at risk should be screened for Wilms tumor every three months until they turn eight. Symptoms include a lump in the abdomen, blood in the urine, and a fever for no reason. Tests that examine the kidney and blood are used to find the tumor. Doctors usually diagnose and remove the tumor in surgery. Other treatments include chemotherapy and radiation and biologic therapies. Biologic therapy boosts your body's own ability to fight cancer. NIH: National Cancer Institute",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000972.xml
What is (are) Wilson Disease ?,"Wilson disease is a rare inherited disorder that prevents your body from getting rid of extra copper. You need a small amount of copper from food to stay healthy. Too much copper is poisonous. Normally, your liver releases extra copper into bile, a digestive fluid. With Wilson disease, the copper builds up in your liver, and it releases the copper directly into your bloodstream. This can cause damage to your brain, kidneys, and eyes. Wilson disease is present at birth, but symptoms usually start between ages 5 and 35. It first attacks the liver, the central nervous system or both. The most characteristic sign is a rusty brown ring around the cornea of the eye. A physical exam and laboratory tests can diagnose it. Treatment is with drugs to remove the extra copper from your body. You need to take medicine and follow a low-copper diet for the rest of your life. Don't eat shellfish or liver, as these foods may contain high levels of copper. At the beginning of treatment, you'll also need to avoid chocolate, mushrooms, and nuts. Have your drinking water checked for copper content and don't take multivitamins that contain copper. With early detection and proper treatment, you can enjoy good health. NIH: National Institute of Diabetes and Digestive and Kidney Diseases",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000973.xml
Do you have information about Winter Weather Emergencies,"Summary : Severe winter weather can lead to health and safety challenges. You may have to cope with - Cold related health problems, including frostbite and hypothermia - Household fires and carbon monoxide poisoning from space heaters and fireplaces - Unsafe driving conditions from icy roads - Power failures - Floods after snow and ice melt Although there are no guarantees of safety during winter weather emergencies, you can take actions to protect yourself. You should have a disaster plan. Being prepared can help reduce fear, anxiety and losses. If you do experience a disaster, it is normal to feel stressed. You may need help in finding ways to cope. Centers for Disease Control and Prevention",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000974.xml
Do you have information about Women's Health,"Summary : Women have unique health issues. And some of the health issues that affect both men and women can affect women differently. Unique issues include pregnancy, menopause, and conditions of the female organs. Women can have a healthy pregnancy by getting early and regular prenatal care. They should also get recommended breast cancer, cervical cancer, and bone density screenings. Women and men also have many of the same health problems. But these problems can affect women differently. For example, - Women are more likely to die following a heart attack than men - Women are more likely to show signs of depression and anxiety than men - The effects of sexually transmitted diseases can be more serious in women - Osteoarthritis affects more women than men - Women are more likely to have urinary tract problems NIH: National Institute of Child Health and Human Development",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000975.xml
What is (are) Women's Health Checkup ?,"Regular health exams and tests can help find problems before they start. They also can help find problems early, when your chances for treatment are better. As a woman, you need some special exams and screenings. During your checkup, your health care provider will usually do: - A pelvic exam - an exam to check if internal female organs are normal by feeling their shape and size. - A Pap test - a test to check for cancer of the cervix, the opening to a woman's uterus. Cells from the cervix are examined under a microscope. - A clinical breast exam - to check for breast cancer by feeling and looking at your breasts. Your health care provider may also recommend other tests, including a mammogram or a test for HPV.",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000976.xml
What is (are) Wounds and Injuries ?,"An injury is damage to your body. It is a general term that refers to harm caused by accidents, falls, hits, weapons, and more. In the U.S., millions of people injure themselves every year. These injuries range from minor to life-threatening. Injuries can happen at work or play, indoors or outdoors, driving a car, or walking across the street. Wounds are injuries that break the skin or other body tissues. They include cuts, scrapes, scratches, and punctured skin. They often happen because of an accident, but surgery, sutures, and stitches also cause wounds. Minor wounds usually aren't serious, but it is important to clean them. Serious and infected wounds may require first aid followed by a visit to your doctor. You should also seek attention if the wound is deep, you cannot close it yourself, you cannot stop the bleeding or get the dirt out, or it does not heal. Other common types of injuries include - Bruises - Burns - Dislocations - Fractures - Sprains and strains",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000977.xml
What is (are) Wrist Injuries and Disorders ?,"Your wrist is made up of eight small bones known as carpals. They support a tube that runs through your wrist. That tube, called the carpal tunnel, has tendons and a nerve inside. It is covered by a ligament, which holds it in place. Wrist pain is common. Repetitive motion can damage your wrist. Everyday activities like typing, racquet sports or sewing can cause pain, or even carpal tunnel syndrome. Wrist pain with bruising and swelling can be a sign of injury. The signs of a possible fracture include misshapen joints and inability to move your wrist. Some wrist fractures are a result of osteoporosis. Other common causes of pain are - Sprains and strains - Tendinitis - Arthritis - Gout and pseudogout",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000978.xml
Do you have information about X-Rays,"Summary : X-rays are a type of radiation called electromagnetic waves. X-ray imaging creates pictures of the inside of your body. The images show the parts of your body in different shades of black and white. This is because different tissues absorb different amounts of radiation. Calcium in bones absorbs x-rays the most, so bones look white. Fat and other soft tissues absorb less, and look gray. Air absorbs the least, so lungs look black. The most familiar use of x-rays is checking for broken bones, but x-rays are also used in other ways. For example, chest x-rays can spot pneumonia. Mammograms use x-rays to look for breast cancer. When you have an x-ray, you may wear a lead apron to protect certain parts of your body. The amount of radiation you get from an x-ray is small. For example, a chest x-ray gives out a radiation dose similar to the amount of radiation you're naturally exposed to from the environment over 10 days.",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000979.xml
What is (are) Yeast Infections ?,"Candida is the scientific name for yeast. It is a fungus that lives almost everywhere, including in your body. Usually, your immune system keeps yeast under control. If you are sick or taking antibiotics, it can multiply and cause an infection. Yeast infections affect different parts of the body in different ways: - Thrush is a yeast infection that causes white patches in your mouth - Candida esophagitis is thrush that spreads to your esophagus, the tube that takes food from your mouth to your stomach. It can make it hard or painful to swallow. - Women can get vaginal yeast infections, causing itchiness, pain and discharge - Yeast infections of the skin cause itching and rashes - Yeast infections in your bloodstream can be life-threatening Antifungal medicines get rid of yeast infections in most people. If you have a weak immune system, treatment might be more difficult.",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000980.xml
What is (are) Zika Virus ?,"Zika is a virus that is spread by mosquitoes. A pregnant mother can pass it to her baby during pregnancy or around the time of birth. A man can spread it to his partner during sexual contact. There have also been reports that the virus has spread through blood transfusions. There have been outbreaks of Zika virus in Africa, Southeast Asia, the Pacific Islands, parts of the Caribbean, and Central and South America. Most people who get the virus do not get sick. One in five people do get symptoms, which can include a fever, rash, joint pain, and conjunctivitis (pinkeye). Symptoms are usually mild, and start 2 to 7 days after being bitten by an infected mosquito. A blood test can tell whether you have the infection. There are no vaccines or medicines to treat it. Drinking lots of fluids, resting, and taking acetaminophen might help. Zika can cause microcephaly (a serious birth defect of the brain) and other problems in babies whose mothers were infected while pregnant. The Centers for Disease Control and Prevention recommends that pregnant women do not travel to areas where there is a Zika virus outbreak. If you do decide to travel, first talk to your doctor. You should also be careful to prevent mosquito bites: - Use insect repellent - Wear clothes that cover your arms, legs, and feet - Stay in places that have air conditioning or that use window and door screens Centers for Disease Control and Prevention",4_MPlus_Health_Topics_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/4_MPlus_Health_Topics_QA/0000981.xml
What is (are) Age-related Macular Degeneration ?,"Age-related macular degeneration, also known as AMD, is an eye disease that affects the macula, a part of the retina. The retina sends light from the eye to the brain, and the macula allows you to see fine detail. AMD Blurs Central Vision AMD blurs the sharp central vision you need for straight-ahead activities such as reading, sewing, and driving. AMD causes no pain. How AMD Progresses In some cases, AMD advances so slowly that people notice little change in their vision. In others, the disease progresses faster and may lead to a loss of vision in both eyes. AMD is a common eye condition among people age 50 and older. It is a leading cause of vision loss in older adults. Two Forms of AMD There are two forms of age-related macular degeneration -- dry and wet.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
Who is at risk for Age-related Macular Degeneration? ?,"Risk Increases With Age AMD is most common in older people, but it can occur during middle age. The risk increases with age. Other Risk Factors Other risk factors include - Smoking - Obesity - Race. Whites are much more likely to lose vision from AMD than African-Americans. - Family history. People with a family history of AMD are at higher risk of getting the disease. - Gender. Women appear to be at greater risk than men. Smoking Obesity Race. Whites are much more likely to lose vision from AMD than African-Americans. Family history. People with a family history of AMD are at higher risk of getting the disease. Gender. Women appear to be at greater risk than men.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What are the symptoms of Age-related Macular Degeneration ?,"AMD is detected during a comprehensive eye exam that includes a visual acuity test, a dilated eye exam, and tonometry. Tests for AMD - The visual acuity test is an eye chart test that measures how well you see at various distances. - In the dilated eye exam, drops are placed in your eyes to widen, or dilate, the pupils. Then, your eye care professional uses a special magnifying lens to examine your retina and optic nerve for signs of AMD and other eye problems. After the exam, your close-up vision may remain blurred for several hours. - With tonometry, an instrument measures the pressure inside the eye. Numbing drops may be applied to your eye for this test. The visual acuity test is an eye chart test that measures how well you see at various distances. In the dilated eye exam, drops are placed in your eyes to widen, or dilate, the pupils. Then, your eye care professional uses a special magnifying lens to examine your retina and optic nerve for signs of AMD and other eye problems. After the exam, your close-up vision may remain blurred for several hours. With tonometry, an instrument measures the pressure inside the eye. Numbing drops may be applied to your eye for this test. Your eye care professional also may do other tests to learn more about the structure and health of your eye. The Amsler Grid During an eye exam, you may be asked to look at an Amsler grid, shown here. You will cover one eye and stare at a black dot in the center of the grid. While staring at the dot, you may notice that the straight lines in the pattern appear wavy. You may notice that some of the lines are missing. These may be signs of AMD. Because dry AMD can turn into wet AMD at any time, you should get an Amsler grid from your eye care professional. You could then use the grid every day to evaluate your vision for signs of wet AMD. The Fluorescein Angiogram Test If your eye care professional believes you need treatment for wet AMD, he or she may suggest a fluorescein angiogram. In this test, a special dye is injected into your arm. Pictures are taken as the dye passes through the blood vessels in your eye. The test allows your eye care professional to identify any leaking blood vessels and recommend treatment.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What are the treatments for Age-related Macular Degeneration ?,"If You Have Advanced AMD Once dry AMD reaches the advanced stage, no form of treatment can prevent vision loss. However, treatment can delay and possibly prevent intermediate AMD from progressing to the advanced stage. The National Eye Institute's Age-Related Eye Disease Study found that taking certain vitamins and minerals may reduce the risk of developing advanced AMD. Wet AMD can be treated with laser surgery, photodynamic therapy, and injections into the eye. None of these treatments is a cure for wet AMD. The disease and loss of vision may progress despite treatment. Laser Surgery Laser surgery uses a laser to destroy the fragile, leaky blood vessels. Only a small percentage of people with wet AMD can be treated with laser surgery. Laser surgery is performed in a doctor's office or eye clinic. The risk of new blood vessels developing after laser treatment is high. Repeated treatments may be necessary. In some cases, vision loss may progress despite repeated treatments. Photodynamic Therapy With photodynamic therapy, a drug called verteporfin is injected into your arm. It travels throughout the body, including the new blood vessels in your eye. The drug tends to stick to the surface of new blood vessels. Next, the doctor shines a light into your eye for about 90 seconds. The light activates the drug. The activated drug destroys the new blood vessels and leads to a slower rate of vision decline. Unlike laser surgery, verteporfin does not destroy surrounding healthy tissue. Because the drug is activated by light, you must avoid exposing your skin or eyes to direct sunlight or bright indoor light for five days after treatment. Photodynamic therapy is relatively painless. It takes about 20 minutes and can be performed in a doctor's office. Photodynamic therapy slows the rate of vision loss. It does not stop vision loss or restore vision in eyes already damaged by advanced AMD. Treatment results often are temporary. You may need to be treated again. Drug Treatment for Wet AMD Wet AMD can now be treated with new drugs that are injected into the eye (anti-VEGF therapy). Abnormally high levels of a specific growth factor occur in eyes with wet AMD and promote the growth of abnormal new blood vessels. This drug treatment blocks the effects of the growth factor. You will need multiple injections that may be given as often as monthly. The eye is numbed before each injection. After the injection, you will remain in the doctor's office for a while and your eye will be monitored. This drug treatment can help slow down vision loss from AMD and in some cases improve sight. If You Have Low Vision If you have lost some sight from AMD, ask your eye care professional about low vision services and devices that may help you make the most of your remaining vision. Many community organizations and agencies offer information about low vision counseling and training and other special services for people with visual impairments. Research on AMD The National Eye Institute is conducting and supporting a number of studies to learn more about AMD. For example, scientists are - studying the possibility of transplanting healthy cells into a diseased retina - evaluating families with a history of AMD to understand genetic and hereditary factors that may cause the disease - looking at certain anti-inflammatory treatments for the wet form of AMD studying the possibility of transplanting healthy cells into a diseased retina evaluating families with a history of AMD to understand genetic and hereditary factors that may cause the disease looking at certain anti-inflammatory treatments for the wet form of AMD This research should provide better ways to detect, treat, and prevent vision loss in people with AMD.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Age-related Macular Degeneration ?,"Age-related macular degeneration, or AMD, is a disease that blurs the sharp, central vision you need for straight-ahead activities such as reading, sewing, and driving. AMD affects the macula, the part of the eye that allows you to see fine detail. AMD causes no pain.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Age-related Macular Degeneration ?,"Wet AMD occurs when abnormal blood vessels behind the retina start to grow under the macula. With wet AMD, loss of central vision can occur quickly. Wet AMD is considered to be advanced AMD and is more severe than the dry form.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Age-related Macular Degeneration ?,"Dry AMD occurs when the light-sensitive cells in the macula slowly break down, gradually blurring central vision in the affected eye. As dry AMD gets worse, you may see a blurred spot in the center of your vision. Over time, as less of the macula functions, central vision in the affected eye can be lost. If you have vision loss from dry AMD in one eye only, you may not notice any changes in your overall vision. With the other eye seeing clearly, you can still drive, read, and see fine details. You may notice changes in your vision only if AMD affects both eyes. If you experience blurry vision, see an eye care professional for a comprehensive dilated eye exam.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Age-related Macular Degeneration ?,"Dry AMD has three stages -- early AMD, intermediate AMD, and advanced dry AMD. All of these may occur in one or both eyes. People with early dry AMD have either several small drusen or a few medium-sized drusen. Drusen are yellow deposits under the retina which often are found in people over age 50. People with early AMD have no symptoms and no vision loss. People with intermediate dry AMD have either many medium-sized drusen or one or more large drusen. Some people see a blurred spot in the center of their vision. More light may be needed for reading and other tasks. In addition to drusen, people with advanced dry AMD have a breakdown of light-sensitive cells and supporting tissue in the macula. This breakdown can cause a blurred spot in the center of your vision. Over time, the blurred spot may get bigger and darker, taking more of your central vision. You may have difficulty reading or recognizing faces until they are very close to you.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Age-related Macular Degeneration ?,Drusen are yellow deposits under the retina. They often are found in people over age 50. Your eye care professional can detect drusen during a comprehensive dilated eye exam.,7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What causes Age-related Macular Degeneration ?,"Drusen alone do not usually cause vision loss. In fact, scientists are unclear about the connection between drusen and AMD. They do know that an increase in the size or number of drusen raises a person's risk of developing either advanced dry AMD or wet AMD. These changes can cause serious vision loss.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What are the symptoms of Age-related Macular Degeneration ?,"An early symptom of wet AMD is that straight lines appear wavy. If you notice this condition or other changes to your vision, contact your eye care professional at once. You need a comprehensive dilated eye exam.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What are the symptoms of Age-related Macular Degeneration ?,"The most common symptom of dry AMD is slightly blurred vision. You may have difficulty recognizing faces. You may need more light for reading and other tasks. Dry AMD generally affects both eyes, but vision can be lost in one eye while the other eye seems unaffected. One of the most common early signs of dry AMD is drusen. Drusen are yellow deposits under the retina. They often are found in people over age 50. Your eye care professional can detect drusen during a comprehensive dilated eye exam.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
Who is at risk for Age-related Macular Degeneration? ?,"AMD is most common in older people, but it can occur during middle age. The risk increases with age. Other risk factors include smoking, obesity, white race, family history of AMD, and female gender.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What are the treatments for Age-related Macular Degeneration ?,"Once dry AMD reaches the advanced stage, no form of treatment can prevent vision loss. However, treatment can delay and possibly prevent intermediate AMD from progressing to the advanced stage, in which vision loss occurs.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Age-related Macular Degeneration ?,"The AREDS formulation is a combination of antioxidants and zinc that is named for a study conducted by The National Eye Institute called the Age-Related Eye Disease Study, or AREDS. This study found that taking a specific high-dose formulation of antioxidants and zinc significantly reduced the risk of advanced AMD and its associated vision loss. Slowing AMD's progression from the intermediate stage to the advanced stage will save many people's vision.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Age-related Macular Degeneration ?,"The daily amounts used by the study researchers were 500 milligrams of vitamin C, 400 International Units of vitamin E, 15 milligrams of beta-carotene, 80 milligrams of zinc as zinc oxide, and 2 milligrams of copper as cupric oxide. Copper was added to the AREDS formulation containing zinc to prevent copper deficiency anemia, a condition associated with high levels of zinc intake.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
How to prevent Age-related Macular Degeneration ?,"There is no reason for those diagnosed with early stage AMD to take the AREDS formulation. The study did not find that the formulation helped those with early stage AMD. If you have early stage AMD, a comprehensive dilated eye exam every year can help determine if the disease is progressing. If early stage AMD progresses to the intermediate stage, discuss taking the formulation with your doctor.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What are the treatments for Age-related Macular Degeneration ?,"Wet AMD can be treated with laser surgery, photodynamic therapy, and drugs that are injected into the eye. None of these treatments is a cure for wet AMD. The disease and loss of vision may progress despite treatment.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
what research (or clinical trials) is being done for Age-related Macular Degeneration ?,"The National Eye Institute scientists are - studying the possibility of transplanting healthy cells into a diseased retina - evaluating families with a history of AMD to understand genetic and hereditary factors that may cause the disease - looking at certain anti-inflammatory treatments for the wet form of AMD. studying the possibility of transplanting healthy cells into a diseased retina evaluating families with a history of AMD to understand genetic and hereditary factors that may cause the disease looking at certain anti-inflammatory treatments for the wet form of AMD. This research should provide better ways to detect, treat, and prevent vision loss in people with AMD.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Age-related Macular Degeneration ?,"National Eye Institute National Institutes of Health 2020 Vision Place Bethesda, MD 20892-3655 301-496-5248 E-mail: 2020@nei.nih.gov www.nei.nih.gov Association for Macular Diseases 210 East 64th Street, 8th Floor New York, NY 10021-7471 212-605-3719 Foundation Fighting Blindness Executive Plaza 1, Suite 800 11435 Cronhill Drive Owings Mill, MD 21117-2220 1-888-394-3937 410-785-1414 Macular Degeneration Partnership 6222 Wilshire Boulevard, Suite 260 Los Angeles, CA 90048 1-888-430-9898 310-623-4466 www.amd.org",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000001.xml
What is (are) Alcohol Use and Older Adults ?,"Alcohol, also known as ethanol, is a chemical found in beverages like beer, wine, and distilled spirits such as whiskey, vodka, and rum. Through a process called fermentation, yeast converts the sugars naturally found in grains and grapes into the alcohol that is in beer and wine. Another process, called distillation, concentrates alcohol in the drink making it stronger, producing what are known as distilled spirits.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
What is (are) Alcohol Use and Older Adults ?,"Blood alcohol concentration (BAC) measures the percentage of ethanolthe chemical name for alcohol in alcoholic beveragesin a persons blood. As you drink, you increase your blood alcohol concentration (BAC) level. The higher the BAC, the more impaired a person is. In all states, it is against the law for people to drive if their blood alcohol concentration is above .08. The effects of increased blood alcohol levels can include - reduced inhibitions - slurred speech - motor impairment - confusion - memory problems - concentration problems - coma - breathing problems - death. reduced inhibitions slurred speech motor impairment confusion memory problems concentration problems coma breathing problems death. Learn more about the risks of alcohol overdose.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
What are the symptoms of Alcohol Use and Older Adults ?,"Its not always obvious that someone drinks too much. For older adults, clues to a possible alcohol problem include memory loss, depression, anxiety, poor appetite, unexplained bruises, falls, sleeping problems, and inattention to cleanliness or appearance. Answering ""yes"" to at least one of the following questions is also a sign of a possible drinking problem: - Have you ever felt you should cut down on your drinking? - Have people annoyed you by criticizing your drinking? - Have you ever felt bad or guilty about your drinking? - Have you ever had a drink first thing in the morning to steady your nerves or get rid of a hangover? Have you ever felt you should cut down on your drinking? Have people annoyed you by criticizing your drinking? Have you ever felt bad or guilty about your drinking? Have you ever had a drink first thing in the morning to steady your nerves or get rid of a hangover? If you answered yes to any of these questions, talk with your health care provider. Also seek help if you feel you are having drinking-related problems with your health, relationships, or work.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
What is (are) Alcohol Use and Older Adults ?,"If a person drinks too much or too often he or she may develop an alcohol use disorder (AUD). An AUD can range in severity from mild to severe. On one end of this spectrum, drinking might cause sickness, depression, or sleeping problems. More severe symptoms include drinking more than intended or craving alcohol once youve stopped drinking. AUD can be a lifelong disease in which people have a strong need to drink, cannot control their drinking once they start, and over time need to drink greater and greater amounts of alcohol to get high. Older adults who develop a severe AUD become physically dependent on alcohol. When they stop drinking, they can get nauseated, sweaty, shaky, and restless. These withdrawal symptoms can cause them to start drinking again to feel better, even though doing so can lead to physical or psychological problems. Learn more about alcohol use disorder.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
What are the treatments for Alcohol Use and Older Adults ?,"There is not one right treatment for everyone with alcohol problems. In general, many people need more than one kind of treatment. Medicines can help people with alcohol use disorder quit drinking. Meeting with a therapist or substance-abuse counselor or with a support group may also help. Support from family and friends is important, too. A doctor can help a person decide on the best treatment. Making a change sooner rather than later makes treatment more likely to succeed. Learn more about treatment options for alcohol problems. Learn more about available types of alcohol treatment. (Watch the video to learn more about getting help for alcohol use disorder (AUD). To enlarge the video, click the brackets in the lower right-hand corner. To reduce the video, press the Escape (Esc) button on your keyboard.)",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
What are the treatments for Alcohol Use and Older Adults ?,"Prescription medicines can help people with alcohol use disorder reduce their drinking, avoid going back to heavy drinking, and get sober. None of them works in every person. There are three medications approved by the U.S. Food and Drug Administration for the treatment of alcohol use disorder. - Naltrexone (Depade, ReVia, Vivitrol) acts in the brain to reduce craving for alcohol - Acamprosate (Campral) helps manage withdrawal symptoms such as anxiety, nausea, and sweating that may lead to a drinking relapse - Disulfiram (Antabuse) makes a person feel sick after drinking alcohol. Naltrexone (Depade, ReVia, Vivitrol) acts in the brain to reduce craving for alcohol Acamprosate (Campral) helps manage withdrawal symptoms such as anxiety, nausea, and sweating that may lead to a drinking relapse Disulfiram (Antabuse) makes a person feel sick after drinking alcohol.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
What are the treatments for Alcohol Use and Older Adults ?,"Talking about alcohol use with a professional is beneficial to many people. Counseling either one-on-one or in groups can help develop skills to stop or reduce drinking, develop reachable goals, manage the triggers that lead to alcohol misuse and build a strong social support system that supports healthy habits. There are many kinds of counseling approaches. - cognitive behavior therapy - motivational enhancement therapy - marital and family counseling - brief interventions cognitive behavior therapy motivational enhancement therapy marital and family counseling brief interventions Learn more about each type of behavioral therapy. Counseling can be provided by - primary care doctors - psychiatrists - psychologists - social workers - certified alcohol counselors. primary care doctors psychiatrists psychologists social workers certified alcohol counselors.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
Where to find support for people with Alcohol Use and Older Adults ?,"Many people with alcohol problems find it helpful to talk with others who have faced similar problems. Mutual help groups, such as Alcoholics Anonymous (AA) 12-step programs, help people recover from alcohol use disorder. AA meetings are open to anyone who wants to stop drinking. Attending mutual-help groups is beneficial for many people who want to stop drinking. Many people continue to go to support/mutual help groups even after medical treatment for their alcohol problems ends. There are other mutual help groups available such as Smart Recovery, Life Ring, and Moderation Management. Learn more about available types of treatment for alcohol problems.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
What is (are) Alcohol Use and Older Adults ?,"Some people with an alcohol use disorder are treated in a facility, such as a hospital, mental health center, or substance abuse clinic. Treatment may last as long as several weeks. This type of treatment typically involves detoxification (when a person is weaned from alcohol), medicine, and counseling. Learn more about treatment settings for alcohol problems. Use the Behavioral Health Treatment Services Locator to find a treatment facility.",7_SeniorHealth_QA,/content/drive/MyDrive/FIAP_PosTech/Tech_Challenge_3/data/raw/medquad/7_SeniorHealth_QA/0000002.xml
